,pred_highlight_rf,pred_highlight_nn,is_highlight,Actual,Neural Network,Random Forest,,VALIDATION DONE ON URL: https://www.youtube.com/watch?v=xqtZf2dIZzQ
1368,0,0,0,0,-1.5,-3,,
1369,0,0,0,0,-1.5,-3,,
1370,0,0,0,0,-1.5,-3,,
1371,0,0,0,0,-1.5,-3,,
1372,0,0,0,0,-1.5,-3,,
1373,0,0,0,0,-1.5,-3,,
1374,0,0,0,0,-1.5,-3,,
1375,0,0,0,0,-1.5,-3,,
1376,0,0,0,0,-1.5,-3,,
1377,0,0,0,0,-1.5,-3,,
1378,0,0,0,0,-1.5,-3,,
1379,0,0,0,0,-1.5,-3,,
1380,0,0,0,0,-1.5,-3,,
1381,0,0,0,0,-1.5,-3,,
1382,0,0,0,0,-1.5,-3,,
1383,0,0,0,0,-1.5,-3,,
1384,0,0,0,0,-1.5,-3,,
1385,0,0,0,0,-1.5,-3,,
1386,0,0,0,0,-1.5,-3,,
1387,0,0,0,0,-1.5,-3,,
1388,0,0,0,0,-1.5,-3,,
1389,0,0,0,0,-1.5,-3,,
1390,0,0,0,0,-1.5,-3,,
1391,0,0,0,0,-1.5,-3,,
1392,0,0,0,0,-1.5,-3,,
1393,0,0,0,0,-1.5,-3,,
1394,0,0,0,0,-1.5,-3,,
1395,0,0,0,0,-1.5,-3,,
1396,0,0,0,0,-1.5,-3,,
1397,0,0,0,0,-1.5,-3,,
1398,0,0,0,0,-1.5,-3,,
1399,0,0,0,0,-1.5,-3,,
1400,0,0,0,0,-1.5,-3,,
1401,0,0,0,0,-1.5,-3,,
1402,0,0,0,0,-1.5,-3,,
1403,0,0,0,0,-1.5,-3,,
1404,0,0,0,0,-1.5,-3,,
1405,0,0,0,0,-1.5,-3,,
1406,1,0,0,0,-1.5,-2,,
1407,0,0,0,0,-1.5,-3,,
1408,0,0,0,0,-1.5,-3,,
1409,0,0,0,0,-1.5,-3,,
1410,0,0,0,0,-1.5,-3,,
1411,0,0,0,0,-1.5,-3,,
1412,0,0,0,0,-1.5,-3,,
1413,0,0,0,0,-1.5,-3,,
1414,0,0,0,0,-1.5,-3,,
1415,0,0,0,0,-1.5,-3,,
1416,0,0,0,0,-1.5,-3,,
1417,0,0,0,0,-1.5,-3,,
1418,0,0,0,0,-1.5,-3,,
1419,0,0,0,0,-1.5,-3,,
1420,0,0,0,0,-1.5,-3,,
1421,0,0,0,0,-1.5,-3,,
1422,0,0,0,0,-1.5,-3,,
1423,0,0,0,0,-1.5,-3,,
1424,0,0,0,0,-1.5,-3,,
1425,0,0,0,0,-1.5,-3,,
1426,0,0,0,0,-1.5,-3,,
1427,0,0,0,0,-1.5,-3,,
1428,0,0,0,0,-1.5,-3,,
1429,0,0,0,0,-1.5,-3,,
1430,0,0,0,0,-1.5,-3,,
1431,0,0,0,0,-1.5,-3,,
1432,0,0,0,0,-1.5,-3,,
1433,0,0,0,0,-1.5,-3,,
1434,0,0,0,0,-1.5,-3,,
1435,0,0,0,0,-1.5,-3,,
1436,0,0,0,0,-1.5,-3,,
1437,0,0,0,0,-1.5,-3,,
1438,0,0,0,0,-1.5,-3,,
1439,0,0,0,0,-1.5,-3,,
1440,0,0,0,0,-1.5,-3,,
1441,0,0,0,0,-1.5,-3,,
1442,0,0,0,0,-1.5,-3,,
1443,0,0,0,0,-1.5,-3,,
1444,0,0,0,0,-1.5,-3,,
1445,0,0,0,0,-1.5,-3,,
1446,0,0,0,0,-1.5,-3,,
1447,0,0,0,0,-1.5,-3,,
1448,0,0,0,0,-1.5,-3,,
1449,0,0,0,0,-1.5,-3,,
1450,0,0,0,0,-1.5,-3,,
1451,0,0,0,0,-1.5,-3,,
1452,0,0,0,0,-1.5,-3,,
1453,0,0,0,0,-1.5,-3,,
1454,0,0,0,0,-1.5,-3,,
1455,0,0,0,0,-1.5,-3,,
1456,0,0,0,0,-1.5,-3,,
1457,0,0,0,0,-1.5,-3,,
1458,0,0,0,0,-1.5,-3,,
1459,0,0,1,1,-1.5,-3,,
1460,1,1,1,1,-0.5,-2,,
1461,0,0,0,0,-1.5,-3,,
1462,0,0,0,0,-1.5,-3,,
1463,0,0,1,1,-1.5,-3,,
1464,0,1,1,1,-0.5,-3,,
1465,1,0,1,1,-1.5,-2,,
1466,1,0,1,1,-1.5,-2,,
1467,0,1,1,1,-0.5,-3,,
1468,0,0,1,1,-1.5,-3,,
1469,0,0,0,0,-1.5,-3,,
1470,0,0,1,1,-1.5,-3,,
1471,0,0,1,1,-1.5,-3,,
1472,0,0,1,1,-1.5,-3,,
1473,0,0,1,1,-1.5,-3,,
1474,0,0,0,0,-1.5,-3,,
1475,0,0,0,0,-1.5,-3,,
1476,0,0,0,0,-1.5,-3,,
1477,0,0,0,0,-1.5,-3,,
1478,0,0,0,0,-1.5,-3,,
1479,0,0,0,0,-1.5,-3,,
1480,0,0,0,0,-1.5,-3,,
1481,0,0,0,0,-1.5,-3,,
1482,0,0,0,0,-1.5,-3,,
1483,0,0,0,0,-1.5,-3,,
1484,0,0,0,0,-1.5,-3,,
1485,0,0,0,0,-1.5,-3,,
1486,0,0,0,0,-1.5,-3,,
1487,0,0,0,0,-1.5,-3,,
1488,0,0,0,0,-1.5,-3,,
1489,0,0,0,0,-1.5,-3,,
1490,0,0,0,0,-1.5,-3,,
1491,0,0,0,0,-1.5,-3,,
1492,0,0,0,0,-1.5,-3,,
1493,0,0,0,0,-1.5,-3,,
1494,0,0,0,0,-1.5,-3,,
1495,0,0,0,0,-1.5,-3,,
1496,1,0,0,0,-1.5,-2,,
1497,1,0,0,0,-1.5,-2,,
1498,0,0,0,0,-1.5,-3,,
1499,0,0,0,0,-1.5,-3,,
1500,0,0,0,0,-1.5,-3,,
1501,0,0,0,0,-1.5,-3,,
1502,0,0,0,0,-1.5,-3,,
1503,0,0,0,0,-1.5,-3,,
1504,0,1,0,0,-0.5,-3,,
1505,0,0,0,0,-1.5,-3,,
1506,0,0,0,0,-1.5,-3,,
1507,0,0,0,0,-1.5,-3,,
1508,0,0,0,0,-1.5,-3,,
1509,0,0,0,0,-1.5,-3,,
1510,0,0,0,0,-1.5,-3,,
1511,0,0,0,0,-1.5,-3,,
1512,0,0,0,0,-1.5,-3,,
1513,0,0,0,0,-1.5,-3,,
1514,0,0,0,0,-1.5,-3,,
1515,0,0,0,0,-1.5,-3,,
1516,0,0,0,0,-1.5,-3,,
1517,0,0,0,0,-1.5,-3,,
1518,0,0,0,0,-1.5,-3,,
1519,0,0,0,0,-1.5,-3,,
1520,0,0,0,0,-1.5,-3,,
1521,0,0,0,0,-1.5,-3,,
1522,0,0,0,0,-1.5,-3,,
1523,0,0,0,0,-1.5,-3,,
1524,0,0,0,0,-1.5,-3,,
1525,0,0,0,0,-1.5,-3,,
1526,0,0,0,0,-1.5,-3,,
1527,0,0,0,0,-1.5,-3,,
1528,0,0,0,0,-1.5,-3,,
1529,0,0,0,0,-1.5,-3,,
1530,0,0,0,0,-1.5,-3,,
1531,0,0,0,0,-1.5,-3,,
1532,0,0,0,0,-1.5,-3,,
1533,1,1,1,1,-0.5,-2,,
1534,0,1,1,1,-0.5,-3,,
1535,0,0,1,1,-1.5,-3,,
1536,0,0,1,1,-1.5,-3,,
1537,0,0,1,1,-1.5,-3,,
1538,0,0,0,0,-1.5,-3,,
1539,0,0,0,0,-1.5,-3,,
1540,0,0,0,0,-1.5,-3,,
1541,0,0,0,0,-1.5,-3,,
1542,0,0,0,0,-1.5,-3,,
1543,0,0,0,0,-1.5,-3,,
1544,0,0,0,0,-1.5,-3,,
1545,0,0,0,0,-1.5,-3,,
1546,0,0,0,0,-1.5,-3,,
1547,0,0,0,0,-1.5,-3,,
1548,0,0,0,0,-1.5,-3,,
1549,0,0,0,0,-1.5,-3,,
1550,0,0,0,0,-1.5,-3,,
1551,0,0,0,0,-1.5,-3,,
1552,0,0,0,0,-1.5,-3,,
1553,0,0,0,0,-1.5,-3,,
1554,0,0,0,0,-1.5,-3,,
1555,0,0,0,0,-1.5,-3,,
1556,0,0,0,0,-1.5,-3,,
1557,0,0,0,0,-1.5,-3,,
1558,0,0,0,0,-1.5,-3,,
1559,0,0,0,0,-1.5,-3,,
1560,0,0,0,0,-1.5,-3,,
1561,0,0,0,0,-1.5,-3,,
1562,0,0,0,0,-1.5,-3,,
1563,0,0,0,0,-1.5,-3,,
1564,0,0,0,0,-1.5,-3,,
1565,0,0,0,0,-1.5,-3,,
1566,0,0,0,0,-1.5,-3,,
1567,0,0,0,0,-1.5,-3,,
1568,0,0,0,0,-1.5,-3,,
1569,0,0,0,0,-1.5,-3,,
1570,0,0,0,0,-1.5,-3,,
1571,0,0,0,0,-1.5,-3,,
1572,0,0,0,0,-1.5,-3,,
1573,0,0,0,0,-1.5,-3,,
1574,0,1,1,1,-0.5,-3,,
1575,0,1,1,1,-0.5,-3,,
1576,1,1,1,1,-0.5,-2,,
1577,0,1,1,1,-0.5,-3,,
1578,0,1,1,1,-0.5,-3,,
1579,1,1,1,1,-0.5,-2,,
1580,0,1,1,1,-0.5,-3,,
1581,1,1,1,1,-0.5,-2,,
1582,0,1,1,1,-0.5,-3,,
1583,0,1,1,1,-0.5,-3,,
1584,1,1,1,1,-0.5,-2,,
1585,1,1,0,0,-0.5,-2,,
1586,1,1,0,0,-0.5,-2,,
1587,0,1,0,0,-0.5,-3,,
1588,0,1,0,0,-0.5,-3,,
1589,1,1,0,0,-0.5,-2,,
1590,0,1,0,0,-0.5,-3,,
1591,0,1,0,0,-0.5,-3,,
1592,1,1,0,0,-0.5,-2,,
1593,1,1,0,0,-0.5,-2,,
1594,0,0,0,0,-1.5,-3,,
1595,0,0,0,0,-1.5,-3,,
1596,0,0,0,0,-1.5,-3,,
1597,0,0,0,0,-1.5,-3,,
1598,0,0,0,0,-1.5,-3,,
1599,0,1,0,0,-0.5,-3,,
1600,1,1,0,0,-0.5,-2,,
1601,1,1,0,0,-0.5,-2,,
1602,0,1,0,0,-0.5,-3,,
